"id_s!","family_s*","family_short_s","gradeband_s*","category_s","desc_t","band","code"
"4.RL.5","Common Core English Language Arts Standards","CC ELA","3-5","Reading Literature","Explain major differences between poems, drama, and prose, and refer to the structural elements of poems (e.g., verse, rhythm, meter) and drama (e.g., casts of characters, settings, descriptions, dialogue, stage directions) when writing or speaking about a text.","4",
"4.RL.6","Common Core English Language Arts Standards","CC ELA","3-5","Reading Literature","Compare and contrast the point of view from which different stories are narrated, including the difference between first- and third-person narrations.","4",
"4.RL.7","Common Core English Language Arts Standards","CC ELA","3-5","Reading Literature","Make connections between the text of a story or drama and a visual or oral presentation of the text, identifying where each version reflects specific descriptions and directions in the text.","4",
"4.RL.8","Common Core English Language Arts Standards","CC ELA","3-5","Reading Literature","(Not applicable to literature)","4",
"4.RL.9","Common Core English Language Arts Standards","CC ELA","3-5","Reading Literature","Compare and contrast the treatment of similar themes and topics (e.g., opposition of good and evil) and patterns of events (e.g., the quest) in stories, myths, and traditional literature from different cultures.","4",
"4.SL.1","Common Core English Language Arts Standards","CC ELA","3-5","Speaking & Listening","Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 4 topics and texts, building on others’ ideas and expressing their own clearly.","4",
"4.SL.1.a","Common Core English Language Arts Standards","CC ELA","3-5","Speaking & Listening","Come to discussions prepared, having read or studied required material; explicitly draw on that preparation and other information known about the topic to explore ideas under discussion.","4",
"4.SL.1.b","Common Core English Language Arts Standards","CC ELA","3-5","Speaking & Listening","Follow agreed-upon rules for discussions and carry out assigned roles.","4",
"4.SL.1.c","Common Core English Language Arts Standards","CC ELA","3-5","Speaking & Listening","Pose and respond to specific questions to clarify or follow up on information, and make comments that contribute to the discussion and link to the remarks of others.","4",
"4.SL.1.d","Common Core English Language Arts Standards","CC ELA","3-5","Speaking & Listening","Review the key ideas expressed and explain their own ideas and understanding in light of the discussion.","4",
"4.SL.2","Common Core English Language Arts Standards","CC ELA","3-5","Speaking & Listening","Paraphrase portions of a text read aloud or information presented in diverse media and formats, including visually, quantitatively, and orally.","4",
"4.SL.3","Common Core English Language Arts Standards","CC ELA","3-5","Speaking & Listening","Identify the reasons and evidence a speaker provides to support particular points.","4",
"4.SL.4","Common Core English Language Arts Standards","CC ELA","3-5","Speaking & Listening","Report on a topic or text, tell a story, or recount an experience in an organized manner, using appropriate facts and relevant, descriptive details to support main ideas or themes; speak clearly at an understandable pace.","4",
"4.SL.5","Common Core English Language Arts Standards","CC ELA","3-5","Speaking & Listening","Add audio recordings and visual displays to presentations when appropriate to enhance the development of main ideas or themes.","4",
"4.SL.6","Common Core English Language Arts Standards","CC ELA","3-5","Speaking & Listening","Differentiate between contexts that call for formal English (e.g., presenting ideas) and situations where informal discourse is appropriate (e.g., small-group discussion); use formal English when appropriate to task and situation.","4",
"4.W.1","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Write opinion pieces on topics or texts, supporting a point of view with reasons and information.","4",
"4.W.1.a","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Introduce a topic or text clearly, state an opinion, and create an organizational structure in which related ideas are grouped to support the writer’s purpose.","4",
"4.W.1.b","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Provide reasons that are supported by facts and details.","4",
"4.W.1.c","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Link opinion and reasons using words and phrases (e.g., for instance, in order to, in addition).","4",
"4.W.1.d","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Provide a concluding statement or section related to the opinion presented.","4",
"4.W.10","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.","4",
"4.W.2","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Write informative/explanatory texts to examine a topic and convey ideas and information clearly.","4",
"4.W.2.a","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Introduce a topic clearly and group related information in paragraphs and sections; include formatting (e.g., headings), illustrations, and multimedia when useful to aiding comprehension.","4",
"4.W.2.b","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Develop the topic with facts, definitions, concrete details, quotations, or other information and examples related to the topic.","4",
"4.W.2.c","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Link ideas within categories of information using words and phrases (e.g., another, for example, also, because).","4",
"4.W.2.d","Common Core English Language Arts Standards","CC ELA","3-5","Writing","d.Use precise language and domain-specific vocabulary to inform about or explain the topic.","4",
"4.W.2.e","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Provide a concluding statement or section related to the information or explanation presented.","4",
"4.W.3","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Write narratives to develop real or imagined experiences or events using effective technique, descriptive details, and clear event sequences.","4",
"4.W.3.a","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Orient the reader by establishing a situation and introducing a narrator and/or characters; organize an event sequence that unfolds naturally.","4",
"4.W.3.b","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Use dialogue and description to develop experiences and events or show the responses of characters to situations.","4",
